"N","Город","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Университет","Еще.студент","Уровень.английского","Размер.компании","Тип.компании","Предметная.область"
3564,"Kyiv",2800,800,"Data Scientist",2,1,,,23,"male","Высшее","НТУУ «КПИ»","False","продвинутый","до 10 человек","Аутстаффинговая","Machine Learning"
3565,"Kyiv",2800,500,"Software Engineer",2,0,"Ruby/Rails",,24,"male","Высшее","НТУ «ХПИ»","False","средний","до 200 человек","Аутсорсинговая","E-commerce, Internet of Things"
3566,"Kyiv",2800,1200,"Software Engineer",4,"0.5","C#/.NET",,29,"male","Высшее","Other вуз","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Fintech"
3567,"Kyiv",2800,700,"Software Engineer",4,2,"C#/.NET",,30,"male","Высшее","КНУ им. Шевченко","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Manufacturing"
3568,"Odessa",2800,1600,"Software Engineer",2,"0.25","PHP",,23,"male","Высшее","ОНПУ","False","средний","до 1000 человек","Продуктовая","E-commerce"
3569,"Kyiv",2800,500,"Software Engineer",3,1,"C#/.NET",,23,"male","Высшее","ВНТУ","False","ниже среднего","до 50 человек","Аутсорсинговая","E-commerce, Fintech, Insurance"
3570,"Lviv",2800,600,"Software Engineer",4,2,"JavaScript",,25,"male","Незаконченное высшее","ЛНУ им. Франко","False","средний","до 200 человек","Аутстаффинговая","Logistics"
3571,"Kyiv",2800,200,"Software Engineer",4,2,"C#/.NET",,23,"male","Высшее","КНУ им. Шевченко","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Legal"
3572,"Kyiv",2800,500,"Software Engineer",4,2,"JavaScript",,23,"male","Высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Інша"
3573,"Kharkiv",2800,300,"Senior QA engineer",8,6,,"General QA",29,"male","Высшее","ХАИ","False","выше среднего","до 200 человек","Другая","Logistics"
3574,"Kyiv",2800,1500,"Software Engineer",5,"0.5","C#/.NET",,25,"male","Высшее","НГУ [Dniproопетровск]","False","средний","до 200 человек","Продуктовая","Gambling"
3575,"Other",2800,0,"Senior Software Engineer",4,"0.5","JavaScript",,26,"female","Высшее","Other вуз","False","средний","до 50 человек","Продуктовая","AR/VR, E-commerce"
3576,"Kyiv",2800,1000,"Senior QA engineer",4,0,,"General QA",28,"male","Высшее","НАУ","False","выше среднего","до 1000 человек","Продуктовая","Big Data, E-commerce, High Load Systems"
3577,"Kyiv",2800,150,"BI Engineer",8,6,,,36,"female","Высшее","НАУ","False","выше среднего","до 1000 человек","Аутсорсинговая","Fintech"
3578,"Kyiv",2800,800,"Senior QA engineer",6,1,,"Manual QA",28,"female","Два высших","Other вуз","False","средний","до 10 человек","Стартап","Інша"
3579,"Dnipro",2800,0,"Designer",9,2,,,31,"female","Высшее","НГУ [Dniproопетровск]","False","выше среднего","до 50 человек","Аутстаффинговая","Logistics"
3580,"Lviv",2800,-500,"Software Engineer",7,"0.5","C++",,28,"male","Высшее","Lvivская Политехника","False","выше среднего","свыше 1000 человек","Аутсорсинговая","High Load Systems, Security"
3581,"Lviv",2800,400,"Software Engineer",4,2,"PHP",,25,"male","Высшее","Lvivская Политехника","False","средний","до 1000 человек","Аутсорсинговая","Logistics, Travel"
3582,"Kharkiv",2800,200,"Senior QA engineer",10,0,,"Manual QA",37,"male","Высшее","ХНЭУ","False","средний","свыше 1000 человек","Аутсорсинговая","E-commerce, ERP, Інша"
3583,"Луцк",2800,500,"Team/Technical Lead",9,4,"PHP",,30,"male","Высшее","Other вуз","False","выше среднего","свыше 1000 человек","Аутсорсинговая","E-commerce, ERP"
3584,"Kyiv",2800,0,"Product Owner",4,2,,,23,"male","Высшее","КНУ им. Шевченко","False","продвинутый","до 1000 человек","Аутсорсинговая","Edtech, Uberfication, Інша"
3585,"Kyiv",2800,300,"Software Engineer",5,"0.5","TypeScript",,39,"male","Высшее","ЧНУ им. Федьковича","False","средний","до 200 человек","Аутсорсинговая","Fintech"
3586,"Kyiv",2800,300,"Software Engineer",8,0,"Swift",,29,"male","Незаконченное высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Продуктовая","Gambling"
3587,"Kyiv",2800,-500,"Software Engineer",6,6,"1С",,33,"male","Высшее","НУПТ","False","средний","до 10 человек","Другая","Agriculture, ERP, Manufacturing"
3588,"Kyiv",2800,500,"Software Engineer",5,3,"PHP",,26,"male","Высшее","НТУУ «КПИ»","False","выше среднего","до 200 человек","Аутсорсинговая","ERP"
3589,"Kyiv",2800,100,"Software Engineer",5,1,"Kotlin",,25,"male","Незаконченное высшее","НАУ","False","средний","до 200 человек","Аутсорсинговая","Mobile"
3590,"Kyiv",2800,-200,"HTML Coder",10,5,,,38,"female","Высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","E-commerce"
3591,"Kyiv",2800,300,"QA Engineer",6,2,,"Automation QA",26,"female","Высшее","Other вуз","False","продвинутый","до 50 человек","Продуктовая","Інша"
3592,"Kharkiv",2800,0,"Senior Software Engineer",10,3,"Python",,43,"male","Высшее","НТУ «ХПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Mobile, Travel, Інша"
3593,"Kyiv",2800,1400,"QA Engineer",2,"0.5",,"Automation QA",22,"male","Высшее","ВНТУ","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Insurance"
3594,"Kyiv",2800,200,"Software Engineer",8,1,"C++",,27,"male","Высшее","КНУ им. Шевченко","False","средний","до 1000 человек","Аутсорсинговая","Hardware"
3595,"Запорожье",2800,1500,"Software Engineer",3,0,"JavaScript",,34,"male","Высшее","ЗНТУ","False","средний","до 50 человек","Аутсорсинговая","ERP, Інша"
3596,"Kyiv",2800,600,"Software Engineer",9,"0.25","C",,30,"male","Высшее","Other вуз","False","выше среднего","до 200 человек","Аутсорсинговая","Internet of Things"
3597,"Kharkiv",2800,0,"Business analyst",7,7,,,28,"male","Высшее","Other вуз","False","выше среднего","свыше 1000 человек","Аутсорсинговая","ERP"
3598,"Черкассы",2800,0,"Software Engineer",7,1,"Java",,30,"male","Высшее","Other вуз","False","выше среднего","до 50 человек","Продуктовая","Fintech"
3599,"Kyiv",2800,1000,"BI Engineer",2,"0.5",,,29,"male","Высшее","Other вуз","False","выше среднего","до 50 человек","Другая","Big Data, Cloud Computing, Machine Learning"
3600,"Kharkiv",2800,150,"Software Engineer",10,0,"PHP",,37,"female","Высшее","НТУ «ХПИ»","False","выше среднего","до 1000 человек","Аутстаффинговая","E-commerce, Mobile"
3601,"Kyiv",2800,0,"Software Engineer",10,2,"C#/.NET",,39,"male","Высшее","НТУУ «КПИ»","False","средний","до 200 человек","Продуктовая","Telecom"
3602,"Kyiv",2800,300,"Senior QA engineer",10,8,,"Manual QA",39,"female","Высшее","НаУКМА","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Інша"
3603,"Kyiv",2800,600,"Team/Technical Lead",6,3,"PHP",,26,"male","Высшее","НТУУ «КПИ»","False","средний","до 50 человек","Продуктовая","Інша"
3604,"Kyiv",2800,800,"Software Engineer",3,2,"JavaScript",,23,"male","Высшее","НТУУ «КПИ»","False","выше среднего","до 200 человек","Аутсорсинговая","Medtech"
3605,"Lviv",2800,0,"Senior Software Engineer",8,3,"SQL",,30,"male","Высшее",,"False","средний","свыше 1000 человек","Аутсорсинговая","ERP"
3606,"Kyiv",2800,0,"Team/Technical Lead",4,3,"JavaScript",,23,"male","Высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Edtech, Internet of Things, Medtech"
3607,"Kyiv",2800,400,"QA Tech Lead",6,3,,"General QA",30,"male","Высшее","КНУ им. Шевченко","False","средний","до 1000 человек","Продуктовая","Security"
3608,"Kyiv",2800,1000,"Software Engineer",8,4,"C#/.NET",,41,"male","Высшее","КНУ им. Шевченко","False","средний","до 50 человек","Продуктовая","Fintech"
3609,"Kharkiv",2800,600,"Team/Technical Lead",5,3,"PHP",,27,"male","Высшее","НТУ «ХПИ»","False","выше среднего","до 1000 человек","Аутстаффинговая","E-commerce"
3610,"Kyiv",2800,300,"Senior QA engineer",5,1,,"General QA",27,"female","Высшее","Other вуз","False","выше среднего","свыше 1000 человек","Продуктовая","Big Data, Machine Learning, Security"
3611,"Dnipro",2800,400,"Team/Technical Lead",10,3,"Python",,36,"male","Высшее","КНЭУ","False","средний","до 1000 человек","Другая","E-commerce, Інша"
3612,"Kyiv",2800,400,"Designer",3,2,,,25,"male","Высшее","КНЭУ","False","выше среднего","до 10 человек","Продуктовая","Insurance, Інша"
3613,"Kharkiv",2800,1000,"Software Engineer",10,0,"C#/.NET",,36,"male","Высшее","ХАИ","False","выше среднего","до 10 человек","Продуктовая","ERP"
3614,"Хмельницкий",2800,0,"Software Engineer",6,1,"C#/.NET",,27,"male","Высшее","ХНУ [г. Хмельницкий]","False","ниже среднего","до 200 человек","Продуктовая","E-commerce"
3615,"Kharkiv",2800,1000,"Software Engineer",3,2,"Java",,21,"male","Еще студент","ХНУРЭ","True","средний","свыше 1000 человек","Аутсорсинговая","Security"
3616,"Kyiv",2800,500,"Project manager",4,4,,,36,"male","Два высших","КНУ им. Шевченко","False","средний","до 1000 человек","Аутсорсинговая","Gambling, Mobile"
3617,"Kyiv",2800,300,"Software Engineer",6,0,"JavaScript",,34,"female","Два высших","НТУУ «КПИ»","False","продвинутый","до 200 человек","Аутстаффинговая","E-commerce"
